,ra,dec,pa,OBSID,MJDOBS,XPOSURE,SGT_LAT_MIDPT,SGT_LON_MIDPT,SGT_MIN_GCD2SAA,SPS_ELON,SPS_ELAT,SPS_EPA
765,342.24211797784744,-6.767068131,159.94528207,2025W22_2B_0438_2,60827.02519,113.5826,7.475644,79.111053,69.161381,343.333333,0.558533,0.0
766,341.14306508120734,-6.381739218,150.21795881,2025W22_2B_0438_2,60827.02519,113.5826,7.475644,79.111053,69.161381,343.333333,0.558533,0.0
767,340.40248974543914,-6.272118571,148.20249032,2025W22_2B_0438_2,60827.02519,113.5826,7.475644,79.111053,69.161381,343.333333,0.558533,0.0
768,220.7551527098824,7.374957833530187,22.660704357081467,2025W27_1A_0283_1,60857.41994,113.5826,19.381306,120.712601,110.467668,220.194175,22.632405,180.0
769,222.60563701776712,19.25116769252254,26.73931851756541,2025W27_1A_0320_1,60857.62021,113.5826,38.049206,52.093971,71.259332,216.774194,35.274142,180.0
770,222.2561460044193,20.86499770711943,203.28855060369938,2025W27_1A_0320_1,60857.62021,113.5826,38.049206,52.093971,71.259332,216.774194,35.274142,180.0
771,227.45990330066783,19.018667729804605,-122.2004113,2025W27_1A_0320_1,60857.62021,113.5826,38.049206,52.093971,71.259332,216.774194,35.274142,180.0
772,157.18285841111768,-27.95236383,167.48433785666475,2025W18_1B_0380_3,60796.01748,113.5826,-33.084853,257.961741,7.700353,170.322581,-35.077475,180.0
773,243.8029463247961,-13.42375504,23.237409200000002,2025W31_2A_0108_3,60888.06306,113.5826,-15.671909,243.961387,20.435523,246.666667,6.781068,180.0
774,240.86053494856853,-12.40569365,24.777230099999997,2025W31_2A_0108_3,60888.06306,113.5826,-15.671909,243.961387,20.435523,246.666667,6.781068,180.0
775,249.7647648332664,-14.5837319,358.5745042899685,2025W31_2A_0108_3,60888.06306,113.5826,-15.671909,243.961387,20.435523,246.666667,6.781068,180.0
776,248.70584502313497,-3.48695996,33.90439261541126,2025W31_2A_0121_1,60888.12625,113.5826,9.211201,224.758878,46.4461,250.285714,17.849471,180.0
777,247.0808045209316,-4.094754489,33.68195248644071,2025W31_2A_0121_1,60888.12625,113.5826,9.211201,224.758878,46.4461,250.285714,17.849471,180.0
778,246.3491113412732,-4.727254947,32.59984074555616,2025W31_2A_0121_1,60888.12625,113.5826,9.211201,224.758878,46.4461,250.285714,17.849471,180.0
779,247.1979202859117,-5.204019356,20.12805339,2025W31_2A_0121_1,60888.12625,113.5826,9.211201,224.758878,46.4461,250.285714,17.849471,180.0
780,250.86870186738213,-2.919059639,33.69353765463983,2025W31_2A_0121_1,60888.12625,113.5826,9.211201,224.758878,46.4461,250.285714,17.849471,180.0
781,255.2649005563508,-5.22057946,33.993569034967784,2025W31_2A_0121_1,60888.12625,113.5826,9.211201,224.758878,46.4461,250.285714,17.849471,180.0
782,209.07132229575075,-15.44650063,4.871814699999987,2025W27_1A_0309_3,60857.5627,113.5826,-17.188441,63.998211,42.793672,213.333333,-3.374801,180.0
783,211.49123931154512,-15.24608291,20.103298300000006,2025W27_1A_0309_3,60857.5627,113.5826,-17.188441,63.998211,42.793672,213.333333,-3.374801,180.0
784,332.49978167416066,16.773257550957016,167.45008672,2025W22_2B_0451_1,60827.0962,113.5826,22.711788,51.306396,59.09625,345.454545,27.281607,0.0
785,251.97840119272217,4.596245862125288,63.17541954974919,2025W31_2A_0169_4,60888.40011,113.5826,-2.001413,124.593891,105.333348,249.50495,26.628673,180.0
786,256.6861218,2.6315299099799376,-142.1313082,2025W31_2A_0169_4,60888.40011,113.5826,-2.001413,124.593891,105.333348,249.50495,26.628673,180.0
787,85.00715183248356,-60.30904581,112.48489940413162,2025W27_1A_0247_4,60857.24155,113.5826,-64.180088,18.950246,17.090086,51.138392,-83.464489,35.189548
788,8.905886286731873,-5.196014746,-32.55931811,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
789,8.666335057119987,-5.274147436,148.25241388,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
790,8.577776823451382,-5.245686454,147.18052360000001,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
791,8.486202405847143,-5.255119326,-32.50304348,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
792,8.317841011,-5.371267558,-32.89534034,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
793,8.313447789,-5.455673007,-32.9043642,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
794,6.399952013454215,-5.351075405,-34.18096317,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
795,6.128511386952659,-5.437677252,145.98158772,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
796,6.042687427241249,-5.482771589,-34.1414907,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
797,5.597132968513778,-3.451333473,145.765741,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
798,5.433860744794416,-3.513967948,143.05133978,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
799,3.9039475808854167,-3.9462829,143.23969788,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
800,3.5179622674321385,-5.298611114,-34.22761804,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
801,3.3990672293539816,-5.413563962,144.58929613,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
802,3.058925354,-5.800426435,160.01274498,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
803,2.331733955596246,-6.288597241,144.32607321,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
804,1.8351115757143224,-6.124972115,-38.95313603,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
805,1.6383835382252767,-6.317592334,141.58364494,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
806,0.4294418798975041,-5.555846012,-35.83102489,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
807,0.2273330819089842,-5.564053349,-35.90720865,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
808,0.1548027477209577,-5.606319164,143.94028459999998,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
809,0.9348598798827574,-7.831313417,147.59641319,2025W27_1A_0303_4,60857.53097,113.5826,28.87926,253.471408,43.131646,3.333333,-6.781068,0.0
810,88.85619909084966,-37.25346867,-79.46404151,2025W36_1A_0031_1,60919.13173,113.5826,-25.243306,45.063411,26.875598,78.0,-62.524282,0.0
811,74.50505641201265,64.06133354782511,165.86247272,2025W36_1A_0052_2,60919.22338,113.5826,76.692241,224.547129,89.418445,74.482759,41.30001,0.0
812,8.169624022727215,-3.234600073,147.8497238378245,2025W27_1A_0266_2,60857.32449,113.5826,14.806838,330.10863,12.867931,3.333333,-4.751468,0.0
813,8.082741394443609,-3.405702499,155.09335288764134,2025W27_1A_0266_2,60857.32449,113.5826,14.806838,330.10863,12.867931,3.333333,-4.751468,0.0
814,6.168636961611512,-2.713185165,329.29695168643354,2025W27_1A_0266_2,60857.32449,113.5826,14.806838,330.10863,12.867931,3.333333,-4.751468,0.0
